id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
738208,2011,01/04/2011,1052014,2.0,RENT,1,Low,47000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.63,B,2,12.61,15017.65015,12999.99,0.0,417.22,Northern-Irl
738205,2011,01/05/2011,1052012,3.0,MORTGAGE,3,Low,80000,1,15000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,14.91,D,4,14.04,4198.22,1790.14,462.02,356.15,cannught
738194,2011,01/04/2011,1052014,8.0,MORTGAGE,3,Low,47500,1,2700, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.79,A,1,19.81,2946.190273,2700.0,0.0,81.89,cannught
738193,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Medium,124000,2,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,10.4,2170.971763,2000.0,0.0,60.32,Northern-Irl
738158,2011,01/04/2011,1042014,10.0,MORTGAGE,3,Low,36000,1,3500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,7.5,4245.851928,3500.0,0.0,118.04,ulster
738154,2011,01/04/2011,1122013,6.0,RENT,1,Low,50000,1,3000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.29,A,1,3.22,3339.61,3000.0,0.0,93.03,cannught
738148,2011,01/04/2011,1042013,10.0,MORTGAGE,3,Low,53000,1,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.37,B,2,3.71,17899.98,14458.97,0.0,778.59,Northern-Irl
738145,2011,01/04/2011,1112013,2.0,RENT,1,Low,33600,1,9450, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.66,A,1,29.18,9076.85,7708.67,251.45,294.65,ulster
734825,2011,01/05/2011,1112012,10.0,MORTGAGE,3,Medium,129000,2,30000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.14,E,5,10.96,36121.23,29325.0,0.0,731.02,munster
738106,2011,01/04/2011,1102013,4.0,RENT,1,Low,35000,1,3425, 36 months,1,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,13.43,C,3,13.65,4142.8,3425.0,0.0,116.12,Northern-Irl
738110,2011,01/04/2011,1052014,6.0,OWN,2,Low,50000,1,4000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,5.42,A,1,12.6,4342.056182,4000.0,0.0,120.64,leinster
738066,2011,01/04/2011,1052014,3.0,RENT,1,Low,49000,1,1000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.66,A,1,17.93,1121.53648,1000.0,0.0,31.18,leinster
738012,2011,01/04/2011,1082013,9.0,RENT,1,Low,57000,1,22000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.63,B,2,7.71,25180.21,21999.99,0.0,706.07,leinster
738003,2011,01/04/2011,1122015,6.0,RENT,1,Low,74646,1,10000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.91,D,4,8.91,14211.43,10000.0,0.0,237.43,Northern-Irl
736270,2011,01/05/2011,1102011,8.0,MORTGAGE,3,Low,39000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,5.79,A,1,11.08,1055.5,896.18,0.0,212.29,ulster
737965,2011,01/04/2011,1072012,0.5,RENT,1,Low,48000,1,3400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,22.98,3837.03,3400.0,0.0,114.66,leinster
737848,2011,01/05/2011,1012016,10.0,MORTGAGE,3,Low,23328,1,5750, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.66,A,1,20.68,6468.71,5288.69,0.0,115.66,leinster
737892,2011,01/04/2011,1122013,0.5,MORTGAGE,3,Medium,110000,2,12000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.74,B,2,7.82,14036.05,12000.0,0.0,391.39,cannught
737876,2011,01/04/2011,1052012,7.0,MORTGAGE,3,Low,47000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,10.34,16393.03,15000.0,0.0,489.24,leinster
737866,2011,01/04/2011,1052014,0.5,RENT,1,Low,20000,1,2000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,4.5,2243.267458,2000.0,0.0,62.36,cannught
737872,2011,01/04/2011,1042014,10.0,RENT,1,Low,50000,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.43,C,3,19.54,24433.30254,20000.0,0.0,678.03,Northern-Irl
737574,2011,01/04/2011,1012016,10.0,OWN,2,Low,43200,1,3500, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,18.99,F,6,13.08,5061.9,3140.45,0.0,90.78,leinster
733114,2011,01/04/2011,1062012,10.0,MORTGAGE,3,High,208000,3,25000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.11,B,2,2.42,27771.07,24999.99,0.0,544.94,Northern-Irl
737540,2011,01/04/2011,1082011,10.0,MORTGAGE,3,Low,53000,1,15000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,14.91,D,4,13.27,1067.25,515.1,0.0,356.15,ulster
737798,2011,01/04/2011,1052014,2.0,RENT,1,Low,42500,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.65,D,4,16.49,18880.52375,15000.0,0.0,524.77,ulster
737812,2011,01/04/2011,1022012,3.0,RENT,1,Low,60000,1,9000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,13.06,C,3,12.96,9798.64,9000.0,0.0,303.51,ulster
737782,2011,01/04/2011,1052013,10.0,RENT,1,Low,52656,1,7800, 60 months,2,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,10.0,B,2,7.7,9126.5,7800.0,0.0,165.73,Northern-Irl
737800,2011,01/04/2011,1012016,10.0,MORTGAGE,3,Low,33000,1,18000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.74,B,2,14.29,21788.33,16476.28,0.0,389.04,cannught
732561,2011,01/04/2011,1022014,3.0,MORTGAGE,3,Medium,140000,2,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.4,E,5,23.33,44437.7,35000.0,0.0,1237.42,munster
699888,2011,01/05/2011,1052014,1.0,RENT,1,Medium,170000,2,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.79,A,1,20.09,13099.26869,12000.0,0.0,363.93,Northern-Irl
727920,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Medium,120000,2,10000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,5.42,A,1,6.98,10855.81639,10000.0,0.0,301.6,ulster
737777,2011,01/04/2011,1052014,4.0,MORTGAGE,3,Low,50000,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.0,B,2,23.33,5805.541003,5000.0,0.0,161.34,leinster
737771,2011,01/04/2011,1052014,6.0,MORTGAGE,3,Low,48000,1,6200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.29,A,1,13.43,6918.838162000001,6200.0,0.0,192.27,cannught
737746,2011,01/04/2011,1062013,6.0,MORTGAGE,3,Low,19200,1,5000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,14.17,C,3,14.06,6036.28,5000.0,0.0,171.31,leinster
737703,2011,01/04/2011,1052014,6.0,MORTGAGE,3,Low,100000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,9.31,6512.77447,6000.0,0.0,180.96,leinster
737717,2011,01/04/2011,1122011,10.0,MORTGAGE,3,Low,38400,1,8000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,8.31,8607.1,8000.0,0.0,182.28,cannught
734340,2011,01/04/2011,1032014,4.0,RENT,1,Low,96000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.65,D,4,16.02,26985.5837,20000.0,0.0,482.65,leinster
737599,2011,01/04/2011,1012012,3.0,MORTGAGE,3,Medium,130000,2,14500, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,13.06,C,3,1.59,15658.88,14500.0,0.0,488.99,Northern-Irl
737632,2011,01/04/2011,1082015,4.0,MORTGAGE,3,Medium,194808,2,9000, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.37,B,2,13.89,11494.955170000001,9000.0,0.0,192.87,cannught
734525,2011,01/05/2011,1102013,0.5,MORTGAGE,3,Low,39000,1,15250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.14,E,5,18.22,20481.3,15250.01,0.0,380.16,leinster
714876,2011,01/05/2011,1022015,0.5,RENT,1,Low,37000,1,11500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.02,D,4,20.56,14628.73216,10275.0,0.0,249.98,leinster
737605,2011,01/04/2011,1122012,6.0,MORTGAGE,3,Low,40000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,5.79,A,1,14.1,10698.76,10000.0,0.0,303.27,leinster
737582,2011,01/04/2011,1112013,4.0,RENT,1,Low,37000,1,7900, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,19.17,9151.61,7900.0,0.0,259.05,ulster
737579,2011,01/04/2011,1082012,5.0,RENT,1,Low,21600,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,13.06,C,3,6.78,2703.56,1845.31,180.56,168.62,munster
737563,2011,01/04/2011,1102013,0.5,MORTGAGE,3,Low,85000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.0,B,2,15.87,11539.69,10000.01,0.0,322.68,Northern-Irl
737528,2011,01/04/2011,1042014,2.0,MORTGAGE,3,Low,68000,1,12000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,13.06,C,3,16.45,15359.53336,12000.0,0.0,273.41,Northern-Irl
736525,2011,01/04/2011,1112013,10.0,MORTGAGE,3,Medium,110004,2,15000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.66,A,1,19.61,16771.1,15000.0,0.0,467.7,ulster
737534,2011,01/04/2011,1062014,4.0,RENT,1,Low,42000,1,7200, 60 months,2,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,10.37,B,2,2.51,8907.991096,7200.0,0.0,154.3,cannught
735880,2011,01/04/2011,1112012,3.0,MORTGAGE,3,Low,50000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.92,A,1,6.67,6308.78,6000.0,0.0,185.05,cannught
737497,2011,01/04/2011,1042014,0.5,RENT,1,Low,45000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.51,E,5,8.75,28044.42758,20000.0,0.0,502.56,Northern-Irl
737498,2011,01/04/2011,1022012,6.05,OWN,2,Low,50000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,5.79,A,1,4.1,8137.38,8000.0,0.0,242.62,leinster
737501,2011,01/04/2011,1082012,7.0,RENT,1,Medium,185000,2,25000, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,12.68,C,3,4.1,28232.64,25000.01,0.0,838.51,Northern-Irl
737488,2011,01/04/2011,1022014,3.0,MORTGAGE,3,Low,99400,1,6000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.92,A,1,8.9,6655.11,6000.0,0.0,185.05,munster
734018,2011,01/04/2011,1112012,5.0,MORTGAGE,3,Low,35000,1,4950, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,15.65,D,4,19.41,2363.29,1102.03,220.39,119.46,Northern-Irl
737482,2011,01/04/2011,1062013,3.0,MORTGAGE,3,Low,39600,1,4000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,13.43,C,3,16.0,2449.21,1342.24,165.51,91.9,ulster
734947,2011,01/05/2011,1062013,8.0,OWN,2,Low,52519,1,17475, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.14,E,5,24.93,6038.96,3136.31,0.0,309.73,Northern-Irl
737481,2011,01/04/2011,1012016,2.0,RENT,1,Low,75000,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.25,F,6,17.39,20043.52,12679.6,0.0,357.42,Northern-Irl
737454,2011,01/05/2011,1012016,0.5,MORTGAGE,3,Low,60000,1,30000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.37,B,2,2.96,35957.07,27455.72,0.0,642.89,leinster
727624,2011,01/04/2011,1092013,10.0,MORTGAGE,3,Medium,163500,2,24000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.68,C,3,1.39,29828.19,24000.01,0.0,542.16,Northern-Irl
737434,2011,01/04/2011,1022012,1.0,RENT,1,Low,28800,1,9600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.37,B,2,8.29,2800.89,2127.28,0.0,311.44,ulster
737446,2011,01/05/2011,1062014,0.5,MORTGAGE,3,Medium,170000,2,32000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.14,E,5,14.24,44434.82008,32000.0,0.0,797.7,leinster
737394,2011,01/04/2011,1072013,10.0,MORTGAGE,3,Low,99996,1,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,11.11,B,2,19.44,6982.55,6000.0,0.0,196.75,munster
736702,2011,01/04/2011,1022012,3.0,RENT,1,Low,36000,1,17000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.68,C,3,24.3,3449.16,1915.32,0.0,384.03,munster
737395,2011,01/04/2011,1032014,0.5,RENT,1,Low,50000,1,4500, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,10.74,B,2,12.82,5277.317986999999,4500.0,0.0,146.78,Northern-Irl
736351,2011,01/04/2011,1052012,10.0,MORTGAGE,3,Medium,120000,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.8,C,3,12.4,22568.62,20000.0,0.0,463.3,ulster
736974,2011,01/04/2011,1052014,2.0,MORTGAGE,3,Low,80000,1,6000, 36 months,1,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,14.17,C,3,14.68,7395.828192,6000.0,0.0,205.57,munster
737369,2011,01/05/2011,1032012,1.0,MORTGAGE,3,Medium,105000,2,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.8,C,3,6.47,27712.66,25000.01,0.0,579.12,Northern-Irl
732075,2011,01/04/2011,1052014,10.0,RENT,1,Low,90000,1,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.62,F,6,25.56,39369.29434,30000.0,0.0,1093.93,leinster
735780,2011,01/05/2011,1082011,8.0,MORTGAGE,3,Low,53000,1,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.17,C,3,22.42,24838.84,24000.0,0.0,560.56,leinster
737349,2011,01/04/2011,1052014,3.0,RENT,1,Low,42000,1,4500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,8.03,5047.133722,4500.0,0.0,140.31,Northern-Irl
737345,2011,01/04/2011,1112011,10.0,OWN,2,Low,80000,1,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.11,G,7,17.07,6456.99,1546.53,1504.95,1302.69,ulster
737329,2011,01/04/2011,1042012,3.0,MORTGAGE,3,Low,85000,1,7200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.92,A,1,11.72,7598.68,7200.0,0.0,222.06,Northern-Irl
737288,2011,01/04/2011,1012016,5.0,MORTGAGE,3,Low,65000,1,12000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,18.25,F,6,23.04,17126.43,10804.91,0.0,306.36,munster
736753,2011,01/04/2011,1052013,10.0,MORTGAGE,3,Low,61000,1,1200, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,10.37,B,2,7.91,1376.13,1200.0,0.0,38.93,ulster
737195,2011,01/04/2011,1022012,4.0,MORTGAGE,3,Low,34000,1,3400, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,16.02,D,4,24.18,3787.44,3400.0,0.0,82.72,munster
737185,2011,01/04/2011,1022012,2.0,RENT,1,Low,76000,1,3000, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Bad Loan,1,11.11,B,2,23.94,1209.11,655.61,328.91,98.38,leinster
736478,2011,01/04/2011,1012016,5.0,MORTGAGE,3,Low,42204,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.68,C,3,16.35,25262.53,18216.96,0.0,451.8,Northern-Irl
733418,2011,01/04/2011,1012016,10.0,OWN,2,Low,43200,1,3000, 60 months,2,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.66,A,1,11.36,3370.36,2755.96,0.0,60.35,leinster
737089,2011,01/04/2011,1052014,8.0,RENT,1,Low,26004,1,7000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.92,A,1,22.06,7771.223404,7000.0,0.0,215.89,Northern-Irl
731799,2011,01/04/2011,1082014,10.0,MORTGAGE,3,Low,88000,1,19000, 60 months,2,INDIVIDUAL,1,medical,9,High,2,Good Loan,0,14.17,C,3,18.26,25511.22497,19000.0,0.0,443.78,munster
737101,2011,01/04/2011,1032014,0.5,RENT,1,Low,35500,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,9.9,19875.913930000002,16000.0,0.0,348.76,cannught
736337,2011,01/04/2011,1012016,8.0,MORTGAGE,3,Low,72000,1,12000, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.0,B,2,17.92,14269.08,10994.99,0.0,254.97,leinster
737079,2011,01/04/2011,1122014,10.0,MORTGAGE,3,Low,54996,1,12000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,17.88,E,5,15.14,17593.724309999998,12000.0,0.0,303.94,leinster
734863,2011,01/04/2011,1032012,10.0,MORTGAGE,3,Medium,135000,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.8,C,3,7.73,6732.37,1980.16,2522.54,463.3,cannught
737054,2011,01/04/2011,1052014,3.0,RENT,1,Low,24000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,6.25,3503.04488,3000.0,0.0,97.33,cannught
737005,2011,01/04/2011,1122012,0.5,RENT,1,Low,80400,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.29,A,1,7.96,12792.94,12000.0,0.0,372.12,Northern-Irl
736174,2011,01/04/2011,1052014,4.0,RENT,1,Low,24500,1,8875, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.0,B,2,18.51,10304.06255,8875.0,0.0,286.38,leinster
733526,2011,01/04/2011,1032014,2.0,MORTGAGE,3,Low,57000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,E,5,12.27,16321.47,8920.01,0.0,494.59,leinster
734618,2011,01/04/2011,1012016,3.0,MORTGAGE,3,Low,60000,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.11,B,2,8.9,14612.55,10954.37,0.0,261.57,cannught
736949,2011,01/04/2011,1052014,3.0,MORTGAGE,3,High,410000,3,35000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.37,B,2,7.92,40873.885839999995,35000.0,0.0,1135.45,leinster
736932,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Low,71000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.79,A,1,5.27,10914.051870000001,10000.0,0.0,303.27,cannught
713700,2011,01/04/2011,1032013,10.0,MORTGAGE,3,Medium,180000,2,20000, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,16.77,E,5,16.09,25378.52,20000.01,0.0,494.59,leinster
736861,2011,01/05/2011,1012012,3.0,MORTGAGE,3,Low,90000,1,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,18.64,22375.99,21000.0,0.0,684.94,Northern-Irl
736876,2011,01/04/2011,1052014,10.0,OWN,2,Low,47232,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,5.42,A,1,4.47,8684.225019,8000.0,0.0,241.28,ulster
736677,2011,01/04/2011,1092013,5.0,RENT,1,Low,100000,1,24000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,10.37,B,2,5.88,16154.35,9415.47,2018.37,514.31,Northern-Irl
736860,2011,01/04/2011,1092012,3.0,RENT,1,Low,35000,1,1500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.79,A,1,27.39,1592.96,1500.0,0.0,45.5,cannught
736849,2011,01/04/2011,1052014,0.5,RENT,1,Low,45000,1,4000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.8,C,3,17.65,4905.825256,4000.0,0.0,136.33,ulster
736833,2011,01/04/2011,1122011,4.0,RENT,1,Low,54996,1,16700, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,16.26,17612.96,16700.0,0.0,541.77,ulster
734584,2011,01/04/2011,1042013,10.0,MORTGAGE,3,Low,42000,1,2500, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,15.28,D,4,18.57,3037.74,2500.0,0.0,87.01,ulster
735877,2011,01/04/2011,1052014,0.5,RENT,1,Low,24996,1,6700, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.8,C,3,21.12,8217.596569,6700.0,0.0,228.34,cannught
736815,2011,01/04/2011,1052014,4.0,RENT,1,Low,9960,1,1200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.29,A,1,23.01,1339.035349,1200.0,0.0,37.22,ulster
736278,2011,01/04/2011,1052014,2.0,MORTGAGE,3,Low,96000,1,4200, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.74,B,2,24.93,4929.517317,4200.0,0.0,136.99,leinster
736726,2011,01/04/2011,1112013,2.0,RENT,1,Low,96000,1,22000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,12.31,26891.17,22000.0,0.0,479.55,ulster
736154,2011,01/04/2011,1082013,3.0,RENT,1,Low,42000,1,6000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.29,A,1,10.37,6568.79,6000.0,0.0,186.06,leinster
735898,2011,01/04/2011,1022012,2.0,MORTGAGE,3,Low,86376,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.29,A,1,10.85,20982.99,20000.0,0.0,620.2,ulster
736687,2011,01/04/2011,1052014,3.0,RENT,1,Low,61000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,6.81,5838.670198,5000.0,0.0,162.21,ulster
735603,2011,01/04/2011,1052013,9.0,MORTGAGE,3,Low,85000,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.54,D,4,7.04,18321.97,16000.0,0.0,551.05,ulster
736684,2011,01/04/2011,1012013,0.5,RENT,1,Low,40000,1,3400, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.92,A,1,7.29,3695.14,3400.0,0.0,104.86,ulster
736683,2011,01/04/2011,1072012,9.0,RENT,1,Low,60000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.54,D,4,13.74,6863.03,6000.0,0.0,206.65,ulster
736538,2011,01/04/2011,1062013,8.0,MORTGAGE,3,Low,73073,1,4200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.79,A,1,8.1,4544.4,4200.0,0.0,127.38,Northern-Irl
736522,2011,01/04/2011,1042013,4.0,RENT,1,Low,56000,1,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.29,A,1,27.07,7037.15,6400.0,0.0,198.47,Northern-Irl
736123,2011,01/04/2011,1032012,6.0,RENT,1,Low,79200,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,28.3,10564.45,10000.0,0.0,311.8,ulster
736590,2011,01/04/2011,1112012,3.0,RENT,1,Low,35000,1,6000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,11.11,B,2,12.17,6770.25,6000.0,0.0,196.75,leinster
736521,2011,01/05/2011,1052014,10.0,RENT,1,Low,78504,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,11.24,29350.930089999998,24999.99,0.0,815.4,leinster
736622,2011,01/04/2011,1112013,3.0,MORTGAGE,3,Low,60096,1,3000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.66,A,1,9.4,3353.39,3000.0,0.0,93.54,munster
736616,2011,01/05/2011,1052014,0.5,OWN,2,Low,40000,1,4300, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.74,B,2,6.09,5046.996599,4300.0,0.0,140.25,leinster
736589,2011,01/04/2011,1042013,0.5,RENT,1,Low,25000,1,2775, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.65,D,4,14.21,2291.44,1615.72,65.96,97.09,cannught
736551,2011,01/04/2011,1022012,4.0,RENT,1,Low,60000,1,12000, 60 months,2,INDIVIDUAL,1,wedding,5,Low,1,Bad Loan,1,13.06,C,3,20.46,3060.51,1336.84,610.53,273.41,ulster
736548,2011,01/04/2011,1082011,3.0,MORTGAGE,3,Low,36000,1,5350, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,13.06,C,3,23.73,540.18,369.85,0.0,180.42,leinster
